tac,cell,countyId,latitude,longitude
38839,116487128,630102,37.445,102.680277
38839,85010596,630102,37.449166,102.696111
38840,162045464,630102,37.44305,102.70194
38841,117390040,630103,37.47715,102.659581
38842,250787160,630103,37.475,102.658888
38843,161490713,630102,37.448333,102.738333
38845,162010392,630106,37.658888,102.257222
38845,85552025,630121,37.760833,102.648611
5668889,1208455193,632523,36.89028,102.29306
23598,85259929,630106,37.50438,102.39672
38681,85744287,632224,38.185555,100.995277
38682,162881567,632221,38.3275,102.288056
38695,85103770,630105,37.529722,102.621944
38697,85573529,630103,37.440277,102.610555
38698,85097112,630103,37.405,102.562222
38701,161726236,630106,37.505269999999996,102.31805
38701,84949656,630123,37.498333,102.123611
38702,162027550,630106,37.3975,102.423333
38702,250863961,630106,37.464999999999996,102.4075
38679,85724056,632223,37.8425,101.489444
38702,85083290,630106,37.305555,102.501388
38680,162921753,632222,39.072222,100.969444
38703,85052322,630121,37.808054999999996,102.546388
38680,85765271,632222,39.545,99.539166
38704,161866776,630105,37.54166,102.60972
38682,162909979,632221,38.190277,102.55583299999999
38705,85154331,630105,37.523888,102.498333
38695,90,630105,37.52361,102.62556
38696,116858331,630103,37.451952999999996,102.60178
38708,116701402,630104,37.50392,102.574062
38698,161502488,630103,37.403611,102.573611
38708,250644824,630104,37.504166,102.583611
38699,163,630105,37.52222,102.535
38709,161904931,630103,37.477776999999996,102.650833
38700,162029602,630105,37.58667,102.59889
38701,161718302,630123,37.625277,102.085277
38711,162472475,630225,36.57126,103.44788
38701,85252640,630123,37.545555,102.119722
38712,162417432,630202,37.1415,103.35257
38703,161840418,630121,38.108888,102.301944
38712,251099997,630202,37.35119,103.28075
38703,85180323,630121,37.830555,102.535833
38704,85105828,630105,37.54888,102.63083
38712,85408666,630202,37.27916,103.44599
38705,93,630104,37.49508,102.61919
38713,162291994,630223,37.70472,102.81454
38707,250613084,630105,37.504444,102.607222
38713,163131424,630223,37.67491,102.80114999999999
38708,116506335,630104,37.505169,102.571583
38714,116533976,630222,37.186099999999996,103.66093
38709,165,630103,37.47306,102.65889
38714,85316253,630222,37.07088,103.61861999999999
38711,251097944,630224,36.74738,103.13116
38714,85926047,630222,37.17586,103.69794
38712,116526809,630202,37.3478,103.26512
38715,162277403,630203,37.38541,102.87517
38712,251103576,630202,37.31057,103.32416
38715,85346201,630203,37.36274,102.95572
38713,162381599,630223,37.43642,102.84347
38716,251601500,630224,36.9934,103.05052
38713,251068508,630223,37.89091,103.18121
38727,163329818,632301,36.468888,102.903055
38728,38,632322,36.70778,102.6275
38714,38,630222,37.15164,103.79347
38714,162386982,630222,36.84565,103.73062
38729,163333657,632324,35.304266,102.29340499999999
38714,85446041,630222,36.94188,103.58397
38730,163372319,632323,36.064721999999996,101.709444
38715,162379802,630203,37.27227,102.87718
38743,116953560,632524,36.424378,100.62389
38715,85368472,630203,37.36221,102.9688
38716,85401496,630224,36.86348,102.87536
38746,162633754,632523,36.883333,102.265555
38727,163434784,632301,36.41222,102.91333
38747,162552374,632521,37.589439999999996,100.63444
38729,117021659,632324,35.505,102.621388
38743,35,632524,36.34167,101.03917
38760,163208475,632624,33.74662,100.44415
38743,162683672,632524,36.693888,100.644166
38763,163205144,632622,33.57867,101.72792
38745,116939483,632525,36.685063,102.182855
38776,163014942,632701,33.863839999999996,97.35507
38745,162634008,632525,36.661111,101.607222
38776,85889690,632701,33.86575,97.86601
38746,162713113,632523,36.609443999999996,102.234444
38778,116759768,632722,33.64696,96.47662
38747,38,632521,37.39,101.55806
38747,162668060,632521,37.128427,101.060919
38792,162772254,632802,38.21337,98.27405
38760,163271193,632624,34.35192,99.83011
38762,163246888,632625,34.33169,101.84041
38797,162757400,632821,37.5706,98.72964999999999
38775,163035931,632723,34.12709,97.9043
38824,162137113,632801,37.25632,95.7542
38776,117279962,632701,33.86382,97.88117
38824,85483165,632801,37.24292,95.7794
38778,104,632723,34.62815,97.61357
38827,162188834,632801,37.2495,95.46268
38792,162731546,632802,38.20137,98.23497
38827,162243352,632801,37.25426,95.314
38793,117105880,632822,36.87242,98.1162
38827,250995033,632801,35.49255,93.71612
38795,162763545,632803,39.59337,94.18972
38797,162790682,632821,37.82325,99.22333
38839,162112034,630102,37.44472,102.67314999999999
38843,161529625,630102,37.425555,102.739444
38827,162186270,632801,37.2479,95.85515
38845,117433892,630105,37.586666,102.598888
38845,161822232,630121,37.777499999999996,102.578611
38827,85474201,632801,36.36063,94.56634
38845,85121960,630105,37.603692,102.61018
38841,116852955,630102,37.48082,102.669957
38841,85138596,630102,37.46055,102.66972
5636125,1074544666,630105,37.589439999999996,102.6025
38843,161652249,630102,37.453888,102.740555
38844,250755673,630104,37.50223,102.578951
5636137,1074380824,630104,37.48861,102.63056
38845,251516248,630106,37.694166,102.42999999999999
38853,85563802,630121,37.827777,102.531944
5636153,1076023321,630102,37.42639,102.72694
5636121,1074528281,630103,37.47083,102.62472
5636128,1078136856,630104,37.48778,102.62667
5636153,1076027416,630102,37.43111,102.73806
23602,85166232,630103,37.47944,102.64972
38680,162920473,632222,38.976388,101.167777
38681,162960927,632224,38.115555,100.40472199999999
38682,162915866,632221,38.171666,102.741666
38695,117414106,630105,37.51102,102.62312
38695,85249693,630105,37.513889999999996,102.63028
38697,161645336,630103,37.434722,102.589166
23591,85128601,630100,37.57061,102.61564
38698,85146139,630103,37.40722,102.55305
23599,85180056,630100,37.60422,102.61641
38700,161647640,630121,37.588055,102.634166
23675,85877912,632724,34.711608,96.472958
38701,116400090,630106,37.505555,102.380555
38701,161687071,630123,37.564721999999996,102.073055
38680,162885913,632222,39.029444,101.118611
38701,250855513,630106,37.560277,102.419722
38681,117178585,632224,38.18527,100.99527
38702,116512226,630106,37.302777,102.425277
38682,117183960,632221,38.287222,102.513333
38702,162027575,630106,37.3975,102.423333
38702,250832984,630106,37.260555,102.481666
38695,161627929,630105,37.516111,102.629166
38696,116711385,630103,37.456944,102.620555
38703,162073625,630121,37.875,102.3925
38696,250626136,630103,37.462222,102.612777
38704,85720603,630105,37.539722,102.611944
38705,161670173,630104,37.48861,102.62055
38706,161661976,630104,37.486111,102.631944
38699,85250843,630121,37.693888,102.606944
38701,161687077,630123,37.564721999999996,102.073055
38708,161584155,630104,37.503887999999996,102.573888
38702,116484850,630106,37.3558,102.50023
38708,85162659,630104,37.486111,102.606944
38702,161771549,630106,37.320833,102.344444
38709,251547747,630102,37.48333,102.65861
38702,250816345,630106,37.405277,102.437222
38711,162471961,630225,36.46581,103.55561
38703,161831962,630121,37.916111,102.480833
38712,162312216,630202,37.34694,103.11961
38703,251145304,630121,37.800555,102.546666
38712,85409948,630202,37.34842,103.21405
38705,161578201,630104,37.483888,102.620277
38713,162292250,630223,37.70289,102.82561
38705,251537006,630104,37.49527,102.62472
38713,162415384,630223,37.55521,103.02874
38706,250802274,630103,37.489444,102.642222
38713,163142943,630223,37.80798,103.33985
38708,165,630104,37.50822,102.56372
38713,85427619,630223,37.70031,102.80394
38708,162103834,630104,37.503887999999996,102.572777
38714,162341151,630222,36.81352,103.69947
38708,85006744,630105,37.515555,102.585277
38715,116570841,630203,37.35371,102.95444
38715,163152920,630203,37.15104,102.84191
38710,161541666,630102,37.464439999999996,102.67833
38715,251455066,630203,37.356049999999996,102.95329
38716,162364696,630224,36.81841,102.91502
38712,162495001,630202,37.38119,103.35686
38727,163345690,632301,36.371944,102.871944
38712,85269400,630202,37.34271,103.24401
38728,163419672,632322,36.835833,102.714722
38712,85452962,630202,37.34939,103.14697
38743,162545944,632524,36.446111,100.85555599999999
38713,251068507,630223,37.89091,103.18121
38714,116538841,630222,37.18692,103.66996
38744,116944600,632522,36.11222,101.44305
38745,162670360,632525,36.600555,101.313333
38714,85788568,630222,37.14576,103.64761
38746,85611674,632523,36.894166,102.281111
38715,251108698,630203,37.41223,102.82032
38747,162681624,632521,37.086944,101.399444
38716,163,630224,36.86738,102.86874
38747,85616024,632521,37.1625,101.486388
38716,85271448,630224,37.03847,102.93098
38759,163275800,632621,35.33382,101.24451
38727,116989912,632301,36.392777,102.888055
38761,250873436,632623,34.816666,101.636944
38727,251440729,632301,36.229444,102.722777
38763,163203355,632622,33.67703,101.14012
38776,162991129,632701,33.86574,97.86605
38743,162633513,632524,36.58748,101.03667
38745,162670876,632525,36.359443999999996,101.94194399999999
38780,251006296,632726,34.994,96.66043
38745,85648280,632525,36.573333,101.370277
38791,251301977,632802,38.28322,97.24731
38747,116949210,632521,37.161666,101.476666
38792,163495448,632802,38.21046,98.19631
38747,162556184,632521,37.841111,100.454444
38747,162667810,632521,37.860276999999996,100.350833
38797,251277916,632821,37.53204,100.18766
38824,162141721,632801,37.269,95.74804
38760,250893912,632623,34.686666,100.688333
38824,250972249,632801,37.28675,95.77387
38763,163204639,632622,33.42316,101.45419
38827,162199065,632801,37.28862,95.711
38763,42,632622,34.10243,101.54541
38827,176346392,632801,37.823209999999996,96.61417
38775,35,632723,34.27398,98.16269
38840,161620760,630102,37.44,102.704444
38776,163001881,632701,33.77293,97.90262
38842,85711515,630103,37.470555,102.655277
38776,85852568,632701,33.87319,97.87391
38844,161512223,630104,37.48639,102.58861
38777,85875867,632725,33.0647,97.34305
38845,161823266,630121,37.726110999999996,102.590277
38791,163467801,632802,38.9293,95.82606
38853,251339352,630121,37.780914,102.575779
5636121,1077387288,630103,37.45833,102.62416999999999
5636123,1077379096,630106,37.39639,102.54278
38796,34,632823,38.98182,100.01575
5636125,1076121625,630105,37.59694,102.615
38797,251293785,632821,37.77744,99.76984
38824,85464229,632801,37.28693,95.77789
5636137,1073979422,630103,37.48,102.64306
38827,162190874,632801,37.13314,96.73881
5636139,1077456921,630104,37.50472,102.56166999999999
38827,250999130,632801,36.42788,94.83689
38827,85514905,632801,36.2164,94.25756
5636143,1076301850,630102,37.44,102.69667
38839,250673753,630102,37.440277,102.685
5636144,1076924441,630102,37.445,102.70833
38841,116417242,630102,37.47772,102.66807
38842,39,630103,37.47444,102.645
38842,85094052,630102,37.45805,102.64416
38844,251564377,630104,37.498888,102.581944
38845,162065178,630106,37.705,102.247222
38845,85075877,630106,37.650833,102.3075
38853,161727517,630121,37.599444,102.630833
5636121,1077555225,630103,37.46528,102.60833
5636124,1076391962,630105,37.53139,102.50583
5681177,1258299417,632322,36.79889,102.88778
5685277,1275293721,632626,35.7768,99.0651
5636135,1075347482,630105,37.53611,102.59889
23606,85140120,630102,37.43973,102.71782
38680,162885145,632222,38.922222,101.303333
5636151,1076211738,630102,37.47772,102.66807
38681,162862618,632224,38.189444,101.003056
38682,162911268,632221,38.4173045,102.2772955
38695,116487896,630105,37.5125,102.61916599999999
38695,85103773,630105,37.529722,102.621944
38696,251539812,630103,37.478049999999996,102.62277
38698,162076189,630106,37.406944,102.539444
38699,116510428,630105,37.525232,102.510465
38699,161751846,630106,37.511111,102.447222
38700,161959961,630105,37.593055,102.605833
38701,161764122,630106,37.532777,102.375555
5681176,1258471448,632301,36.37194,102.87194
38702,161751065,630106,37.349444,102.480833
38702,85083172,630106,37.30555,102.50138
23601,85164440,630104,37.504612,102.587373
38703,161837858,630121,37.863611,102.421388
38703,85079704,630121,37.932777,102.310277
38695,116420719,630105,37.512777,102.609444
38704,161893144,630105,37.554722,102.614444
38695,85669286,630105,37.515833,102.623055
38704,85226904,630105,37.537222,102.616111
38696,250655322,630103,37.419722,102.595833
38705,85183516,630104,37.479444,102.62
38697,85120160,630103,37.44416,102.60333
38706,161566492,630103,37.475379,102.640333
38699,161768996,630106,37.494721999999996,102.476944
38707,85110429,630104,37.493611,102.612777
38699,85136028,630105,37.528611,102.508333
38708,116679129,630105,37.514623,102.576117
38701,162009645,630106,37.536944,102.400555
38708,162037796,630104,37.510277,102.567222
38701,85230754,630106,37.510555,102.378333
38710,251574367,630102,37.451111,102.655833
38702,161774627,630106,37.3025,102.580277
38712,116599775,630202,37.3445,103.24356
38702,162015256,630106,37.311944,102.698055
38712,162466586,630202,37.26648,103.11877
38703,85543576,630121,38.023333,102.418611
38713,162418712,630223,37.55011,103.06308
38705,85012389,630103,37.48083,102.62166
38706,161566491,630103,37.474166,102.641388
38713,85327519,630223,37.69054,102.83132
38706,250754395,630103,37.481944,102.633888
38714,162416410,630222,37.00303,103.5795
38707,161571096,630104,37.499722,102.596944
38714,85383832,630222,37.18419,103.65756
38708,116685016,630104,37.50472,102.56166999999999
38715,116570330,630203,37.359899999999996,102.95016
38708,162050840,630104,37.507777,102.587777
38715,251116888,630203,37.25537,102.80808
38708,251465304,630104,37.496666,102.559166
38716,116548313,630224,37.03368,103.12725999999999
38708,85168797,630104,37.506389999999996,102.58278
38716,85381017,630224,36.88408,102.86309
38710,161549342,630102,37.46333,102.67083
38727,163355674,632301,36.40055,102.90583
38711,251093343,630225,36.721576,103.199292
38728,163343129,632322,36.96833,102.71694
38712,85452952,630202,37.34939,103.14697
38743,152,632524,36.445,100.84806
38713,163133726,630223,37.51936,102.73773
38744,162688802,632522,35.7530434,101.7256465
38744,85644696,632522,35.815277,101.729444
38713,28,630223,37.66174,102.96782
38745,162689049,632525,36.419444,101.68166599999999
38713,85437340,630223,37.72297,103.00913
38746,99,632523,36.903611,102.289444
38747,162579992,632521,37.925833,100.406666
38714,85801628,630222,36.96316,103.61182
38715,116572378,630203,37.36822,102.90664
38715,162276639,630203,37.36661,102.94107
38762,163200793,632625,34.29942,102.34776
38715,162527001,630203,37.36048,102.94492
38763,251159131,632622,33.624058,101.24716
38715,85391000,630203,37.352669999999996,102.96965
38775,116769752,632723,34.5926,97.69753
38715,85979046,630203,37.35794,103.00668
38776,163066657,632701,34.284169999999996,97.32905
38727,116991192,632301,36.39055,102.89638
38776,251042137,632701,33.5664,97.47774
38777,163008793,632725,33.05571,97.33073
38729,163350555,632324,35.433701,102.501662
38777,85868956,632725,33.06092,97.33227
38730,163412278,632323,35.781328,102.683556
38780,251007066,632726,34.987989999999996,96.65914
38743,116963288,632524,36.162777,100.703888
38791,162837531,632802,38.370689999999996,96.67021
38744,162643482,632522,36.270832999999996,101.073055
38792,162736417,632802,38.21142,98.67154
38745,116942809,632525,36.840555,101.998888
38746,116948955,632523,36.563905,102.521595
38797,162785563,632821,37.80517,99.24402
38824,116808411,632801,37.27331,95.7682
38747,162556190,632521,37.841111,100.454444
38827,162166563,632801,37.59111,96.09111
38747,162709529,632521,37.047776999999996,101.6425
38827,250978136,632801,38.06799,93.82932
38759,163281437,632621,35.38666,100.8273
38839,162106648,630102,37.446388,102.677222
38840,116714457,630102,37.438592,102.697535
38843,250701915,630102,37.428888,102.733888
38845,161948192,630106,37.669166,102.403055
38775,163012894,632723,34.16434,98.39806
38776,116726232,632701,33.68926,97.08556
38777,33,632725,32.91451,97.33636
38778,251044185,632722,33.92316,96.03203
5636143,1076092954,630102,37.44028,102.685
38780,25,632726,34.99077,96.66072
38780,85857951,632726,35.43186,96.20357
38791,251292255,632802,38.17809,96.92808
38792,251295836,632802,38.20985,98.20823
38794,163500574,632803,38.94015,92.00427
38797,117067736,632821,37.52362,98.7717
38824,162141720,632801,37.269,95.74804
38827,162214936,632801,37.391529999999996,96.04693
38827,85467801,632801,34.60788,93.01845
5685272,1275125784,632621,35.3412,101.10137
38839,250690906,630102,37.437222,102.68166599999999
38841,117390041,630103,37.47715,102.659581
23606,84936344,630102,37.43167,102.70833
38842,161688857,630103,37.47542,102.64282
38680,117212120,632222,39.051389,101.097778
38844,161918755,630104,37.500833,102.578888
38681,117178840,632224,37.923055,100.648611
38844,85020066,630104,37.503887999999996,102.576111
38681,162961177,632224,38.444444,100.873333
38845,161788958,630106,37.718888,102.241944
38682,162876184,632221,38.292778,102.451389
38845,85073820,630121,37.683611,102.616944
38695,161596697,630105,37.533611,102.616388
38695,85042585,630105,37.526388,102.615
38697,116715738,630103,37.428888,102.599166
38698,250654809,630103,37.41,102.572222
5636137,1073774617,630103,37.47528,102.63556
38699,85086363,630106,37.489444,102.478888
38700,250648682,630105,37.589166,102.609722
38701,161711128,630123,37.5125,102.140277
5636154,1074610201,630104,37.49194,102.59778
38702,117404379,630106,37.408316,102.347821
38702,161789208,630106,37.237222,102.645833
38703,85149850,630121,37.866111,102.455277
38705,161961496,630104,37.49055,102.61749999999999
38706,161566502,630103,37.474444,102.641388
38706,54,630103,37.479169999999996,102.63417
5668888,1208254490,632521,37.15,101.48833
38708,161915928,630104,37.510833,102.558888
38708,85679000,630105,37.520179,102.572627
38711,251076957,630225,36.509009999999996,103.50796
38695,116497625,630105,37.506944,102.621944
38712,162444826,630202,37.40543,103.57547
38712,163141146,630202,37.211,103.15683
38697,161669148,630103,37.439166,102.615555
38713,162288153,630223,37.68833,102.82713
38713,162434585,630223,37.64919,102.92572
38699,162062107,630105,37.53944,102.48666
38713,251128154,630223,37.85963,102.98854
38701,161683225,630123,37.527222,102.25444399999999
38701,161703960,630123,37.536388,102.061111
38713,85371289,630223,37.69123,102.82185
38701,250840153,630123,37.567222,102.085833
38714,116583902,630222,37.17932,103.69633
38702,161748506,630106,37.378611,102.378333
38714,251122265,630222,37.19274,103.65897
38702,161778969,630106,37.375833,102.331388
38714,85789593,630222,37.1139,103.64556
38702,162024472,630106,37.438333,102.359444
38714,85850520,630222,36.73881,103.68254
38703,161847848,630121,37.80786,102.40002
38705,161521434,630104,37.494166,102.636666
38727,163316760,632301,36.382222,102.888055
38706,116680666,630103,37.479444,102.643333
38727,92,632301,36.35333,103.13806
38728,46,632322,36.79389,102.88556
38730,163406362,632323,36.207222,102.544166
38708,251619675,630104,37.50444,102.58388
38743,216,632524,36.65806,100.97611
38745,162541616,632525,36.66972,101.97138
38745,251331673,632525,36.3625,101.966388
38711,162378523,630225,36.48945,103.53299
38746,162549786,632523,36.989444,102.436388
38712,116648934,630202,37.34559,103.24984
38746,85653656,632523,36.902777,102.303888
38712,85408920,630202,37.30003,103.44691
38747,162681901,632521,36.89897,101.13712
38713,35,630223,37.54116,102.73611
38747,251366232,632521,37.241111,100.309722
38713,162507550,630223,37.5603,102.74222
38759,163282720,632621,35.53316,101.53499
38713,251118681,630223,37.78289,102.84682
38760,163259416,632624,34.56159,100.61409
38713,85373211,630223,37.68902,102.81164
38714,162333723,630222,37.0247,103.75377
38775,163012890,632723,34.16434,98.39806
38776,162996504,632701,33.87795,97.91872
38714,85836184,630222,37.1534,103.47976
38715,163139102,630203,37.35925,102.99455
38778,116724185,632722,33.69682,95.43956
38715,85163165,630203,37.3846,102.90044
38778,85894808,632722,33.75043,96.14103
38716,162335769,630224,37.00979,103.0354
38792,162727971,632802,38.22311,98.21591
38792,163458586,632802,38.34832,98.12927
38727,163379736,632301,36.519999999999996,102.934166
38793,162778649,632822,37.29041,99.02896
38796,162778136,632823,38.19404,100.18417
38728,163364406,632322,36.922778,102.784444
38797,153,632821,37.65284,99.93675
38728,163443224,632322,36.795,102.895
38824,116832217,632801,37.24669,95.75374
38730,251415898,632323,36.092777,101.8475
38824,85472152,632801,37.21842,95.76541
38744,116952285,632522,36.254444,101.791666
38827,227,632801,37.85542,94.04078
38745,162645785,632525,36.494166,101.514444
38827,85519513,632801,36.80748,95.67520999999999
38746,162537240,632523,36.9075,102.310278
38840,251526236,630102,37.439444,102.72
38747,162570520,632521,37.561666,100.722222
38841,85043608,630102,37.473055,102.678333
38844,85215650,630104,37.493055,102.575833
38759,163206170,632621,35.54388,101.54111
38845,162065700,630105,37.599166,102.610555
38762,163213337,632625,34.65489,101.89793
38775,116731353,632723,34.953649999999996,98.4907
38776,162992408,632701,33.87833,97.89073
5636137,1077563417,630103,37.475,102.62944
38776,85882265,632701,33.86673,97.8768
38777,162994717,632725,33.06465,97.3429
38791,162835224,632802,39.30654,95.19053
38792,163473689,632802,38.227289999999996,98.21611
5636155,1074237465,630105,37.59889,102.60333
38793,163455009,632822,37.26249,97.33635
38794,162784545,632803,39.38493,92.25884
38796,117096408,632823,38.62885,100.43368
38824,117115612,632801,37.25289,95.73673
38824,162155545,632801,37.2535,95.74925999999999
38827,117142491,632801,37.28583,95.77369
38827,162189081,632801,37.3046,96.6122
38839,250703192,630102,37.446666,102.693055
38840,85229720,630102,37.438501,102.720511
38841,84980899,630102,37.474166,102.677222
38842,161667864,630103,37.471944,102.648055
5681179,1258385434,632323,35.89611,102.32528
38843,85670808,630102,37.42694,102.71944
38845,161812249,630121,37.762222,102.560833
38679,85754520,632223,37.762222,101.852222
38845,162072856,630121,37.662777,102.444444
38681,162937398,632224,38.1875,100.98861
38845,85535900,630121,37.750935,102.591973
38682,162937656,632221,38.303333,102.444722
5636124,1076457498,630105,37.5075,102.4625
38695,251584090,630105,37.526944,102.622777
5636126,1077268506,630106,37.513889999999996,102.38417
38697,161671706,630103,37.43833,102.61082999999999
5636128,1076002840,630105,37.5,102.64417
38698,250754158,630103,37.40667,102.55778
5636138,1074872344,630105,37.50917,102.60667
38699,161486105,630105,37.530277,102.51861099999999
38700,251530605,630105,37.524166,102.616388
38701,161680665,630123,37.551944,102.103055
38701,162029145,630106,37.518055,102.411388
38701,250827609,630123,37.381666,102.021944
38702,161754142,630106,37.360276999999996,102.428333
38702,161778203,630106,37.38794,102.34187299999999
38702,104,630106,37.40139,102.33972
38703,161867555,630121,37.952777,102.236944
38703,85572760,630121,38.136111,102.117777
38704,250769755,630105,37.549511,102.611487
38708,162092575,630104,37.50834,102.588063
38709,219,630103,37.4761,102.66079
38709,85166424,630103,37.48583,102.65527
38712,162330394,630202,37.3594,103.26994
38712,251099736,630202,37.29801,103.26391
38712,85937568,630202,37.33214,103.29149
38713,162359834,630223,37.66608,102.79722
23591,85129113,630100,37.58155,102.61743
38713,162518297,630223,37.58063,102.76329
23672,85896857,632701,33.856443,97.868462
38713,251069016,630223,37.63801,102.7929
38681,162973720,632224,38.1775,100.9625
38713,85375392,630223,37.89528,102.81453
38682,162981145,632221,38.290276999999996,102.481666
38714,116583903,630222,37.1794,103.69638
38714,162491929,630222,37.08249,103.43461
38696,85055384,630103,37.465832999999996,102.614444
38714,85836440,630222,37.1526,103.43996
38698,161633306,630103,37.40694,102.56638
38715,251108191,630203,37.37735,102.86749
38699,161645859,630104,37.52333,102.47055
38701,116441894,630106,37.53,102.335833
38716,162437400,630224,37.06994,102.77398
38701,250610778,630123,37.551666,102.114166
38727,163399705,632301,36.280833,103.095
38701,85074842,630106,37.515,102.296111
38729,251437144,632324,35.286537,102.547626
38702,250799202,630106,37.319166,102.466111
38730,251401062,632323,36.064916,101.709574
38703,161825305,630121,37.920833,102.687777
38744,162687768,632522,35.858610999999996,101.703333
38703,85120664,630121,37.931666,102.284166
38745,152,632525,36.32611,101.69444
38704,116465139,630105,37.555,102.62167
38745,85629594,632525,36.448333,101.585833
38705,161552154,630105,37.503333,102.624444
38706,251150179,630103,37.4875,102.638055
38759,163189529,632621,35.315129999999996,101.13355
38708,251565661,630104,37.50777,102.54472
38760,163276061,632624,34.61803,100.51814
38762,163228504,632625,34.708888,101.486388
38709,250749274,630103,37.479444,102.649722
38776,116741851,632701,33.87194,97.81423
38710,85026211,630102,37.453055,102.666944
38712,116537307,630202,37.33333,103.23546
38780,163035675,632726,34.99077,96.66072
38712,251459160,630202,37.34086,103.26546
38792,117055465,632802,38.232839999999996,98.22006999999999
38712,85305755,630202,37.339819999999996,103.26813
38793,163467038,632822,37.278059999999996,97.18401
38794,250948953,632803,39.11609,91.72859
38714,162370840,630222,37.18923,103.73969
38797,225,632821,37.91706,99.28451
38714,251084888,630222,36.95163,103.60698
38824,162235930,632801,37.25531,95.75117
38827,162171941,632801,37.28977,95.68343
38715,162496288,630203,37.40413,102.82554
38827,250949465,632801,37.32487,95.75763
38716,116546268,630224,36.87048,102.88455
38827,85510297,632801,37.68652,96.07657999999999
38716,85827738,630224,36.98588,102.89146
38839,250784857,630102,37.448888,102.679722
38727,163371043,632301,36.43888,102.90055
38841,251589977,630102,37.46888,102.66526999999999
38728,163419417,632322,36.658888,102.842777
38843,161560601,630102,37.446666,102.730555
38729,163359002,632324,35.348333,102.999444
38845,117433891,630105,37.586666,102.598888
38743,162627865,632524,36.389444,100.850277
38845,250868057,630106,37.686388,102.328611
38744,116919002,632522,36.126666,101.425277
38746,162575897,632523,37.075277,102.418888
5636128,1074483226,630103,37.492779999999996,102.6325
38747,162532378,632521,37.126666,101.466666
38747,251390552,632521,37.14,101.469444
5636143,1078439970,630102,37.44889,102.66389
38759,251137888,632621,35.335,101.088611
5636152,1074360344,630102,37.475,102.65889
38760,250918233,632624,34.539443999999996,100.624166
5636155,1077887001,630121,37.62528,102.62944
38763,163296797,632622,33.78422,101.61284
38775,85914777,632723,34.830999999999996,98.20868
38776,163105304,632701,33.88689,97.66063
38778,94,632722,33.752359999999996,96.1497
38791,162801690,632802,38.18445,96.73139
38792,162726168,632802,38.23385,98.22724
38792,170524720,632802,38.21459,98.21894999999999
38794,162767899,632803,39.10379,91.74372
38796,162755610,632823,38.16549,99.87803
38797,162832162,632821,37.569,100.13672
38824,162139928,632801,37.24861,95.81024
23688,163504920,632802,38.228922,98.204452
38827,117122038,632801,37.2435,95.14936
38681,162930458,632224,38.040833,100.622777
38682,162981175,632221,38.29027,102.48166
38841,116690393,630102,37.47398,102.674424
38695,37,630105,37.53,102.60333
38844,116427228,630104,37.49694,102.58527
38695,85095064,630105,37.525833,102.623333
38844,250679898,630104,37.487222,102.601944
38696,84974744,630104,37.46527,102.60833
38845,162010398,630106,37.65889,102.25722
38698,84993176,630103,37.401111,102.553333
5636121,1077809178,630103,37.46542,102.62012
38699,85130908,630105,37.52555,102.51194
5636126,1077215256,630123,37.54306,102.12667
38701,161685016,630123,37.545555,102.119722
5636128,1090318365,630104,37.48903,102.61608
38701,161747234,630106,37.480833,102.3875
5636138,1074589721,630105,37.50778,102.605
38701,251505497,630123,37.5457,102.1292
38701,85069594,630123,37.430452,102.012702
5636143,1074044952,630102,37.445,102.66778
38702,161757209,630106,37.3525,102.422777
38702,162122009,630106,37.440554999999996,102.339166
38702,85105310,630106,37.431666,102.469444
38703,162073624,630121,37.875,102.3925
38705,161556763,630104,37.491941,102.629712
38705,85161245,630104,37.51194,102.56055
38706,161600030,630103,37.48194,102.64416
38707,161528345,630105,37.511388,102.603055
38708,117422811,630103,37.484589,102.644433
5668889,1208455192,632523,36.89028,102.29306
38710,161949210,630102,37.466944,102.658333
38711,162402073,630225,36.58288,103.48179999999999
38712,85975192,630202,37.34002,103.26191
38713,162386721,630203,37.63508,102.77541
38713,251654511,630223,37.72085,102.88057
38713,85286810,630223,37.78237,102.86416
23575,85742745,632223,37.807159999999996,101.76232
23606,85122713,630102,37.43352,102.68974
38715,116608728,630203,37.39862,102.83944
38679,162962462,632223,37.89778,101.905
38715,163168024,630203,37.36579,102.96113
38680,117211864,632222,39.043889,101.096111
38716,116617176,630224,36.96077,103.11193
38681,162868003,632224,38.128889,100.741111
38727,163329562,632301,36.423888,103.056944
38682,162937624,632221,38.303333,102.444722
38727,251484764,632301,36.428888,102.900277
38695,251580254,630105,37.517626,102.617018
38728,163361318,632322,36.717458,102.811753
38696,161648408,630104,37.475555,102.617222
38729,117021657,632324,35.469166,102.653333
38698,116444898,630103,37.405618,102.55905
38730,163409440,632323,35.991388,101.753611
38743,116937693,632524,36.5725,100.635
38743,85608344,632524,36.134629,100.96137
38745,162541855,632525,36.445277,101.609722
38700,161656600,630105,37.564541999999996,102.60417
38746,116957146,632523,36.909722,102.3025
38701,116414680,630106,37.518333,102.3725
38747,162551597,632521,37.171388,101.409166
38701,161711385,630123,37.413333,101.961944
38747,162556204,632521,37.841111,100.454444
38702,117404380,630106,37.408316,102.347821
38747,162699555,632521,37.251666,101.229722
38702,162011423,630106,37.443888,102.514444
38703,161825063,630121,37.893333,102.405277
38759,163236889,632621,35.57709,100.89791
38703,162100248,630121,37.805833,102.541388
